# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "20" "-a" "/scratch/summit/parsa96@colostate.edu/SC_Genome/sacCer3.ensGene.gtf" "-o" "../outputs/_output/03_feature/counts.txt" "../outputs/_output/02_hisat2/SC01.sam" "../outputs/_output/02_hisat2/SC02.sam" "../outputs/_output/02_hisat2/SC03.sam" "../outputs/_output/02_hisat2/SC04.sam" "../outputs/_output/02_hisat2/SC05.sam" "../outputs/_output/02_hisat2/SC06.sam" "../outputs/_output/02_hisat2/SC07.sam" "../outputs/_output/02_hisat2/SC08.sam" "../outputs/_output/02_hisat2/SC09.sam" "../outputs/_output/02_hisat2/SC010.sam" "../outputs/_output/02_hisat2/SC011.sam" "../outputs/_output/02_hisat2/SC012.sam" 
Geneid	Chr	Start	End	Strand	Length	../outputs/_output/02_hisat2/SC01.sam	../outputs/_output/02_hisat2/SC02.sam	../outputs/_output/02_hisat2/SC03.sam	../outputs/_output/02_hisat2/SC04.sam	../outputs/_output/02_hisat2/SC05.sam	../outputs/_output/02_hisat2/SC06.sam	../outputs/_output/02_hisat2/SC07.sam	../outputs/_output/02_hisat2/SC08.sam	../outputs/_output/02_hisat2/SC09.sam	../outputs/_output/02_hisat2/SC010.sam	../outputs/_output/02_hisat2/SC011.sam	../outputs/_output/02_hisat2/SC012.sam
YHL039W	chrVIII	21783	23540	+	1758	601	612	874	939	847	708	1313	990	1266	1101	961	1326
YHL038C	chrVIII	23617	25509	-	1893	513	505	742	725	435	398	982	845	619	531	846	1172
YHL037C	chrVIII	25778	26179	-	402	15	17	2	1	10	5	5	2	2	2	4	6
YHL036W	chrVIII	26241	27881	+	1641	954	887	321	242	232	244	407	310	286	272	379	522
YHL035C	chrVIII	27978	32756	-	4779	874	925	587	577	651	563	807	605	847	732	577	874
YHL034W-A	chrVIII	33176	33637	+	462	63	73	66	74	48	37	118	99	72	63	103	158
YHL034C	chrVIII	33193	34077	-	885	6240	6639	5764	5606	4296	4195	6923	5630	5628	4590	6456	8146
YHL033C	chrVIII	35255	36025	-	771	1854	2185	1492	1449	8034	7085	1680	1428	11879	9583	1405	1806
YHL032C	chrVIII	36379	38508	-	2130	1903	1934	942	782	1107	1092	1115	948	1539	1216	1084	1378
YHL031C	chrVIII	38815	39486	-	672	166	173	277	248	111	92	427	278	185	138	328	439
YHL030W-A	chrVIII	39074	39535	+	462	1	1	0	0	0	0	0	0	0	1	1	2
YHL030W	chrVIII	40084	45690	+	5607	2029	1948	2771	2854	800	690	3866	3030	840	697	2923	3933
YHL029C	chrVIII	45929	47968	-	2040	1090	1170	1060	1009	1057	899	1304	1088	1332	1194	1177	1597
YHL028W	chrVIII	48763	50580	+	1818	223	213	560	550	223	255	727	609	419	327	669	833
YHL027W	chrVIII	51111	52988	+	1878	3443	3733	1351	1255	2542	2168	1855	1575	3061	2572	1665	2298
YHL026C	chrVIII	53219	54166	-	948	288	356	218	196	292	234	281	220	456	366	234	342
YHL025W	chrVIII	54851	55849	+	999	1976	2306	848	833	1890	1695	1150	1008	2680	2072	1016	1291
YHL024W	chrVIII	56649	58790	+	2142	803	785	531	448	397	416	558	539	537	455	533	713
YHL023C	chrVIII	59123	62563	-	3441	1287	1368	1056	1023	902	749	1291	1121	1213	1063	1122	1371
tH(GUG)H	chrVIII	62755	62826	+	72	0	0	0	0	0	2	0	0	0	0	0	0
YHL022C	chrVIII	62961	64157	-	1197	64	80	41	40	82	52	64	44	106	91	39	65
YHL021C	chrVIII	64462	65859	-	1398	2063	1945	2448	2188	1885	1753	3032	2439	1713	1478	3236	4538
YHL020C	chrVIII	66242	67456	-	1215	2708	3084	1599	1469	2819	2379	2039	1773	4611	3363	1879	2615
YHL019W-A	chrVIII	67711	68304	+	594	1	2	0	0	3	0	0	2	0	0	0	0
YHL019C	chrVIII	67731	69548	-	1818	849	901	453	450	518	432	401	460	651	593	543	615
YHL018W	chrVIII	69708	70070	+	363	197	195	133	131	110	120	160	155	133	133	161	216
YHL017W	chrVIII	70276	71874	+	1599	967	965	850	791	766	626	1030	863	929	819	876	1258
YHL016C	chrVIII	72037	74244	-	2208	1106	1143	191	186	656	539	245	204	412	397	207	320
YHL015W-A	chrVIII	74699	74782	+	84	22	28	7	5	7	10	13	5	10	13	17	15
YHL015W	chrVIII	75412	75777	+	366	6210	7421	6832	7230	9865	8443	7332	6380	17975	13706	6047	7704
YHL014C	chrVIII	76097	77314	-	1218	266	265	160	130	336	299	197	151	312	341	152	233
YHL013C	chrVIII	77430	78353	-	924	946	1027	804	747	1277	1129	1068	898	1248	1269	954	1188
YHL012W	chrVIII	78936	80417	+	1482	188	172	32	34	193	174	50	30	193	208	36	53
YHL011C	chrVIII	80654	81616	-	963	1697	1965	2445	2282	2676	2317	2900	2531	3642	3340	2362	3195
YHL010C	chrVIII	81964	83721	-	1758	1005	1110	553	476	633	568	755	572	705	692	600	862
YHL009C	chrVIII	84068	85060	-	993	368	423	422	460	345	251	574	449	365	400	504	661
tV(AAC)H	chrVIII	85298	85371	-	74	0	0	0	0	0	0	0	0	0	1	0	0
YHL009W-B	chrVIII	85909	91318	+	5410	0	2	1	3	2	0	3	4	2	0	5	4
YHL009W-A	chrVIII	85909	87150	+	1242	0	0	0	0	0	0	0	0	0	0	0	0
YHL008C	chrVIII	92627	94510	-	1884	341	377	181	157	281	296	202	159	231	270	189	259
YHL007C	chrVIII	95118	97937	-	2820	2685	2708	2015	2051	2599	2355	2713	2351	3470	2983	2435	3142
YHL006W-A	chrVIII	97732	98085	+	354	87	97	22	25	63	59	25	17	54	58	13	18
YHL006C	chrVIII	98343	98795	-	453	266	250	102	96	184	164	145	137	159	181	150	191
YHL005C	chrVIII	98828	99220	-	393	38	33	0	3	15	24	9	3	7	15	3	3
YHL004W	chrVIII	99219	100403	+	1185	1522	1518	1232	1203	1854	1824	1752	1422	2386	2273	1527	2101
YHL003C	chrVIII	100648	101883	-	1236	2154	2228	878	928	2139	2201	1319	1023	2253	2265	985	1408
YHL002C-A	chrVIII	102587	103075	-	489	2	1	1	0	1	0	1	1	0	3	0	0
YHL002W	chrVIII	102612	103970	+	1359	1641	1867	1421	1408	1430	1433	1868	1415	1369	1251	1630	2217
YHL001W	chrVIII;chrVIII	104277;104804	104405;105091	+;+	417	3659	3922	2262	2085	4330	4274	2753	2232	6779	5751	2147	3059
YHR001W	chrVIII	106055	107368	+	1314	912	857	705	688	880	809	926	721	814	827	809	979
YHR001W-A	chrVIII;chrVIII	107826;107895	107831;108122	+;+	234	1099	1121	1199	1267	1095	1002	1545	1132	1333	1218	1152	1731
YHR002W	chrVIII	108812	109885	+	1074	402	513	168	163	419	405	292	218	336	329	223	287
YHR003C	chrVIII	110028	111317	-	1290	997	1081	995	1030	1076	969	1426	1110	1332	1251	1163	1623
YHR004C	chrVIII	111754	113094	-	1341	906	998	439	438	723	700	588	478	705	734	575	813
YHR005C	chrVIII	113499	114917	-	1419	1839	1932	1928	1856	1792	1649	2515	2003	1790	1726	2072	2949
YHR005C-A	chrVIII	115620	115901	-	282	1269	1357	2093	2236	1564	1547	2896	2234	2565	2461	2393	3005
tT(AGU)H	chrVIII	116107	116179	-	73	3	6	0	1	2	1	0	0	2	3	0	0
YHR006W	chrVIII	117814	119439	+	1626	2259	2611	1431	1398	2447	2090	1885	1607	2336	2296	1766	2344
YHR007C	chrVIII	120091	121683	-	1593	15273	15908	7768	8110	9763	7965	10372	8312	13816	11314	8073	11555
YHR007C-A	chrVIII	122550	122765	-	216	112	124	72	61	73	63	77	84	49	49	67	98
YHR008C	chrVIII	122889	123590	-	702	4621	5017	7641	7027	2957	3015	7781	6583	5126	3256	7065	8433
YHR009C	chrVIII	124109	125680	-	1572	2823	2918	3319	3319	2633	2458	4026	3440	2899	2498	3583	4961
YHR010W	chrVIII;chrVIII	126521;127113	126551;127492	+;+	411	6774	7635	4537	4400	9399	8237	5322	4481	18266	12311	4185	5472
YHR011W	chrVIII	127780	129120	+	1341	409	475	126	121	351	366	180	164	513	497	149	231
YHR012W	chrVIII;chrVIII	129481;129648	129528;130448	+;+	849	1026	1028	940	862	656	658	1140	967	801	711	1002	1438
YHR013C	chrVIII	130730	131446	-	717	646	844	625	627	880	829	858	694	1076	1020	685	939
YHR014W	chrVIII	132047	132922	+	876	59	60	22	13	48	45	20	14	31	44	17	26
tS(AGA)H	chrVIII	133026	133107	-	82	3	3	0	0	4	2	0	0	2	3	0	0
tQ(UUG)H	chrVIII	134321	134392	+	72	0	8	0	0	3	4	0	1	4	6	0	0
YHR015W	chrVIII	134554	136533	+	1980	136	131	46	40	116	113	58	47	123	141	56	67
YHR016C	chrVIII;chrVIII	136881;138409	138240;138455	-;-	1407	1848	1955	1424	1288	1154	1169	1725	1486	1098	962	1693	2270
YHR017W	chrVIII	138694	139851	+	1158	440	465	555	557	377	326	789	664	425	357	721	991
YHR018C	chrVIII	140011	141402	-	1392	11235	12644	5547	5124	12227	12672	7092	6006	9146	8620	6248	8240
YHR019C	chrVIII	141894	143558	-	1665	7662	8520	8219	8038	11997	10469	9789	8095	13945	11575	8674	11307
YHR020W	chrVIII	143996	146062	+	2067	5203	5658	3624	3613	5925	4800	4351	3477	8132	6251	3543	4881
tA(AGC)H	chrVIII	146242	146314	-	73	7	5	0	0	4	5	0	0	4	0	0	0
YHR021C	chrVIII;chrVIII	147871;148667	148116;148669	-;-	249	2089	2487	2437	2426	2395	2230	2297	1890	4487	3421	1847	2461
YHR021W-A	chrVIII	149225	149680	+	456	50	46	34	26	24	52	41	24	31	35	33	37
YHR022C	chrVIII	149575	150345	-	771	85	97	51	57	69	84	82	46	63	39	57	85
YHR022C-A	chrVIII	151217	151306	-	90	4	5	15	5	3	6	11	18	3	2	13	18
YHR023W	chrVIII	151666	157452	+	5787	2060	2058	3165	3313	2537	2568	4138	3380	3941	3504	3331	4472
YHR024C	chrVIII	157744	159192	-	1449	1619	1783	1979	1993	1974	1718	2417	2130	2249	2068	2240	3075
YHR025W	chrVIII	159438	160511	+	1074	2765	3046	2687	2193	3849	3509	2919	2598	4180	3649	2729	3284
YHR026W	chrVIII	160844	161485	+	642	1861	2084	1914	1808	1858	1642	2756	2003	2337	2173	2089	3074
YHR027C	chrVIII	161730	164711	-	2982	13228	13087	13520	13019	7580	6444	15521	13735	7420	6570	14247	18358
YHR028C	chrVIII	164978	167434	-	2457	3917	3853	1865	1803	2399	2000	2599	2109	2470	2250	2183	3172
YHR028W-A	chrVIII	167352	167672	+	321	6	5	1	2	2	3	3	1	1	2	3	6
YHR029C	chrVIII	167677	168561	-	885	1147	1217	576	565	1326	1413	770	615	559	484	602	833
YHR030C	chrVIII	168890	170344	-	1455	4695	5078	4219	4052	3552	2957	5365	4426	3726	3260	4758	6406
YHR031C	chrVIII	170799	172970	-	2172	855	919	546	501	1054	815	779	626	1271	1069	607	777
YHR032W	chrVIII	173344	175089	+	1746	2656	2737	1762	1692	3200	2874	2380	2143	3880	3298	1988	2801
YHR032W-A	chrVIII	175195	175374	+	180	112	100	58	44	117	74	75	67	166	122	64	74
YHR032C-A	chrVIII	175275	175394	-	120	6	6	0	2	7	4	7	7	2	9	2	4
YHR033W	chrVIII	175548	176819	+	1272	934	1004	270	222	1559	1230	390	322	2324	1608	304	457
YHR034C	chrVIII	176965	177999	-	1035	651	735	688	664	672	695	901	782	834	715	722	1053
YHR035W	chrVIII	178219	180111	+	1893	127	103	74	57	84	56	89	74	124	115	61	100
YHR036W	chrVIII	180345	181760	+	1416	495	564	227	196	470	434	274	259	608	569	243	331
YHR037W	chrVIII	181977	183704	+	1728	3646	3781	2753	2631	2415	2226	3501	2896	2878	2672	2947	4047
YHR038W	chrVIII	184066	184758	+	693	137	164	230	243	150	140	321	221	284	245	258	382
YHR039C	chrVIII	184875	186809	-	1935	3613	3791	4177	4190	3641	3045	5652	4518	3994	3947	4538	6671
YHR039C-A	chrVIII;chrVIII	187173;187677	187514;187679	-;-	345	6186	6751	6100	5631	4351	4466	6550	5537	5735	4866	6398	7322
YHR040W	chrVIII	187924	189024	+	1101	1221	1426	1161	1068	1576	1475	1314	1309	1905	1408	1245	1618
YHR041C	chrVIII;chrVIII	189131;189851	189749;189864	-;-	633	825	877	435	398	1007	958	551	443	1379	977	439	538
YHR042W	chrVIII	190543	192618	+	2076	8663	9172	7092	6460	7979	7099	7890	7006	10145	8488	7841	9754
YHR043C	chrVIII	192805	193545	-	741	1121	1178	1063	1040	1143	1068	1266	1090	1728	1313	1039	1341
YHR044C	chrVIII	194068	194808	-	741	176	169	136	119	124	123	174	107	138	127	139	167
YHR045W	chrVIII	195551	197233	+	1683	548	589	731	680	558	480	1040	790	739	624	737	1052
YHR046C	chrVIII	197398	198285	-	888	300	384	726	673	438	434	924	701	597	543	808	1031
YHR047C	chrVIII	198740	201310	-	2571	866	985	1687	1766	1161	962	1956	1687	1131	1039	1675	2220
YHR048W	chrVIII	204607	206151	+	1545	458	477	132	121	364	332	157	143	329	313	144	188
YHR049W	chrVIII	206462	207193	+	732	1829	1852	2476	2487	2499	2382	2547	2215	5016	3669	2351	3141
YHR049C-A	chrVIII	207234	207530	-	297	40	44	50	47	33	31	37	39	52	45	23	33
YHR050W	chrVIII	207654	209303	+	1650	1510	1604	766	682	1250	1061	1118	776	1285	1178	794	1128
YHR050W-A	chrVIII	209475	209645	+	171	99	132	112	79	87	82	110	96	90	100	100	126
YHR051W	chrVIII	209705	210151	+	447	1972	2035	2546	2587	1958	1790	3713	2796	2958	2553	2962	3970
YHR052W	chrVIII	210848	211978	+	1131	984	1055	1472	1561	1713	1275	2040	1528	2487	2272	1626	2273
RUF5-1	chrVIII	212409	213118	+	710	91	71	36	33	62	49	123	71	109	55	161	177
YHR052W-A	chrVIII	212510	212704	+	195	0	0	0	0	0	0	0	0	0	0	0	0
YHR053C	chrVIII	212535	212720	-	186	0	0	0	0	0	0	0	0	0	0	0	0
YHR054C	chrVIII	213185	214249	-	1065	137	135	35	32	82	74	45	34	82	112	34	58
RUF5-2	chrVIII	214407	215116	+	710	325	310	194	260	246	168	568	295	228	299	380	507
YHR054W-A	chrVIII	214508	214702	+	195	0	0	0	0	0	0	0	0	0	0	0	0
YHR055C	chrVIII	214533	214718	-	186	0	0	0	0	0	0	0	0	0	0	0	0
YHR056C	chrVIII	215183	217834	-	2652	468	514	307	301	451	382	427	310	393	398	326	518
YHR056W-A	chrVIII	217406	217840	+	435	1	3	0	1	0	3	0	2	0	0	0	0
YHR057C	chrVIII	218226	218843	-	618	2373	2599	2573	2274	1786	1688	2825	2523	1965	1619	2616	3586
YHR058C	chrVIII	218997	219884	-	888	748	826	476	438	775	691	628	509	617	629	484	712
YHR059W	chrVIII	220108	220500	+	393	310	345	464	484	373	338	648	484	441	463	452	603
YHR060W	chrVIII	220725	221270	+	546	674	726	757	791	641	625	905	772	713	668	825	1009
YHR061C	chrVIII	221534	222478	-	945	1093	1230	181	154	1090	845	291	236	868	864	220	326
YHR062C	chrVIII	222877	223758	-	882	718	779	751	739	682	620	969	763	994	790	803	1123
YHR063C	chrVIII	224030	225169	-	1140	1372	1512	970	863	1035	935	1376	997	1260	1239	1008	1347
YHR063W-A	chrVIII	225442	225777	+	336	20	21	2	4	21	15	4	4	30	31	7	5
YHR064C	chrVIII	225525	227141	-	1617	3720	4274	6959	6985	5219	4555	8500	6905	8820	6848	6845	9286
YHR065C	chrVIII	227532	229037	-	1506	1222	1354	2178	2251	1558	1288	2694	2113	1889	1572	2294	3122
YHR066W	chrVIII	229335	230696	+	1362	1344	1512	2323	2327	2677	2241	2834	2352	3348	2836	2479	3056
YHR067W	chrVIII	230970	231812	+	843	689	746	94	97	714	651	137	76	648	701	100	136
YHR068W	chrVIII	232133	233296	+	1164	2459	2802	3812	3826	2477	1996	3713	3257	3757	3025	3441	4192
YHR069C	chrVIII	233579	234658	-	1080	1068	1141	945	875	1357	1180	1300	1093	1617	1484	1124	1444
YHR069C-A	chrVIII	234874	235236	-	363	2	11	0	0	3	1	0	1	0	0	0	0
YHR070W	chrVIII	234881	236380	+	1500	835	880	596	560	987	861	772	715	1247	1007	736	934
YHR070C-A	chrVIII	236102	236512	-	411	121	155	131	141	225	176	158	124	284	207	181	185
YHR071W	chrVIII	237004	237693	+	690	3799	4104	2423	2447	6068	5446	3115	2311	4166	3264	2429	3276
tF(GAA)H1	chrVIII;chrVIII	237848;237903	237883;237939	-;-	73	16	14	0	0	10	12	0	0	4	9	0	0
YHR071C-A	chrVIII	238910	239230	-	321	5	7	4	2	3	2	1	3	3	8	3	4
YHR072W	chrVIII	239098	241293	+	2196	3586	3866	2826	2714	3567	3140	3635	3082	3562	3348	3117	4202
YHR072W-A	chrVIII	241664	241840	+	177	832	952	1280	1326	1277	1151	1515	1167	1887	1726	1093	1489
YHR073W	chrVIII	242582	245572	+	2991	2026	2035	1457	1351	1958	1654	1948	1548	2179	1914	1601	2257
YHR073W-A	chrVIII	242868	243044	+	177	0	0	0	0	0	0	0	0	0	0	0	0
YHR073C-B	chrVIII	245422	245502	-	81	0	0	0	0	0	0	0	0	0	0	0	0
YHR074W	chrVIII	246193	248337	+	2145	3405	3477	1721	1681	2625	2107	2085	1729	2469	2292	1859	2382
YHR075C	chrVIII	248439	249641	-	1203	339	321	196	181	202	191	272	197	217	200	251	278
YHR076W	chrVIII;chrVIII	251101;251249	251155;252225	+;+	1032	791	879	1107	1189	800	694	1411	1100	1052	932	1187	1527
YHR077C	chrVIII;chrVIII	252374;255751	255637;255756	-;-	3270	1707	1914	2243	2270	1872	1582	2937	2362	2823	2289	2629	3456
YHR078W	chrVIII	256360	258018	+	1659	582	625	536	579	699	569	703	647	708	679	625	832
YHR079C	chrVIII	258244	261591	-	3348	643	722	517	545	613	520	742	652	756	687	639	1001
YHR079C-A	chrVIII;chrVIII	262192;262441	262354;262553	-;-	276	5	8	4	4	3	5	5	5	3	2	3	7
YHR080C	chrVIII	262801	266838	-	4038	1959	1883	1025	993	1218	1112	1378	1176	1480	1232	1144	1437
YHR081W	chrVIII	267538	268092	+	555	593	714	1212	1229	871	773	1455	1386	1194	968	1385	1743
YHR082C	chrVIII	268459	271548	-	3090	4794	5085	5763	5782	2595	2218	4843	4586	3748	2954	4904	5621
YHR083W	chrVIII	272627	273616	+	990	1141	1245	837	761	868	884	1078	940	1106	924	894	1304
YHR084W	chrVIII	274174	276240	+	2067	930	1038	1088	1028	878	764	1365	1135	1196	991	1170	1548
YHR085W	chrVIII	276764	277768	+	1005	375	424	310	324	572	432	532	406	894	699	359	523
YHR086W	chrVIII	278153	279724	+	1572	965	1123	413	422	1004	805	522	440	1191	1016	448	621
YHR086W-A	chrVIII	280231	280392	+	162	17	11	3	3	8	10	4	3	4	10	6	7
YHR087W	chrVIII	280820	281155	+	336	2116	1997	1399	1337	2632	2540	1672	1258	2369	1792	1453	2142
YHR088W	chrVIII	281495	282382	+	888	974	1077	1516	1537	1641	1569	2010	1582	1738	1540	1633	2222
YHR089C	chrVIII	282681	283298	-	618	3667	4063	5899	5713	6350	6185	6688	6030	10757	8349	6369	8309
YHR090C	chrVIII	283777	284625	-	849	812	872	598	569	926	997	989	726	892	930	781	1093
YHR091C	chrVIII	284839	286770	-	1932	666	700	445	460	591	481	610	543	753	737	550	804
YHR092C	chrVIII	287081	288811	-	1731	1677	1726	3352	3053	2028	1850	4283	3443	3544	2847	3869	5908
YHR093W	chrVIII	289142	289690	+	549	30	40	15	11	37	42	32	23	45	58	19	31
YHR094C	chrVIII	290913	292625	-	1713	6894	7566	257	269	8887	7890	384	320	12288	10362	315	472
YHR095W	chrVIII	292943	293437	+	495	15	20	3	4	11	7	1	2	14	8	3	2
YHR096C	chrVIII	294669	296447	-	1779	601	674	180	195	503	333	231	218	432	391	237	383
YHR097C	chrVIII;chrVIII	297385;298485	298360;298609	-;-	1101	2469	2718	2878	2655	2210	2046	3622	3011	2482	2187	3873	5241
YHR098C	chrVIII	299145	301934	-	2790	2465	2577	1378	1399	2182	1627	1952	1625	2797	2399	1504	2092
YHR099W	chrVIII	302761	313995	+	11235	1422	1365	1955	1916	1578	1207	2382	2079	2253	1784	1928	2521
YHR100C	chrVIII	314116	314673	-	558	216	317	432	405	197	216	599	499	313	245	461	640
YHR101C	chrVIII;chrVIII	314874;315859	315771;315968	-;-	1008	278	266	188	197	152	151	251	248	196	132	197	332
YHR102W	chrVIII	316572	319814	+	3243	1488	1579	1415	1330	1024	865	1752	1611	1297	1108	1652	2158
YHR103W	chrVIII	320414	322972	+	2559	1463	1535	813	774	1302	1064	1052	837	1987	1656	818	1280
YHR104W	chrVIII	323409	324392	+	984	1550	1628	1155	1167	1297	1161	1593	1201	1652	1377	1285	1711
YHR105W	chrVIII	324766	325410	+	645	255	325	240	174	182	187	294	219	198	130	246	366
YHR106W	chrVIII	325598	326626	+	1029	1294	1348	1031	1066	746	634	1446	1139	838	696	1198	1579
YHR107C	chrVIII	326813	328036	-	1224	1956	2152	2118	2018	1770	1390	2657	2166	2611	2314	2297	3198
YHR108W	chrVIII	328303	330060	+	1758	2500	2629	2106	2030	1923	1667	2667	2118	2998	2415	2198	3118
YHR109W	chrVIII	330310	332067	+	1758	152	139	134	115	141	113	196	153	173	179	149	235
YHR110W	chrVIII	332282	332920	+	639	1453	1555	834	831	805	726	1014	836	924	839	883	1135
YHR111W	chrVIII	333072	334394	+	1323	1025	1123	1303	1145	1023	919	1680	1366	1115	882	1467	1946
YHR112C	chrVIII	334527	335663	-	1137	5801	6016	2105	1870	2483	2078	2511	2021	3531	3038	2214	2730
YHR113W	chrVIII	336337	337809	+	1473	3157	3084	1406	1384	1454	1295	1928	1598	2054	1654	1565	2140
YHR114W	chrVIII	338083	339984	+	1902	1186	1230	1014	963	924	812	1359	1142	1129	964	1278	1564
YHR115C	chrVIII	340109	341359	-	1251	1091	1119	461	385	832	755	585	495	1008	859	514	715
YHR116W	chrVIII	341665	342120	+	456	262	300	335	328	286	279	466	369	436	345	408	490
YHR117W	chrVIII	342349	344268	+	1920	1373	1475	1667	1553	1097	977	2016	1548	1530	1325	1634	2260
YHR118C	chrVIII	344321	345628	-	1308	340	376	509	509	308	258	737	569	414	395	650	857
YHR119W	chrVIII	346043	349285	+	3243	1120	1222	814	784	821	653	1085	923	1128	942	881	1178
YHR120W	chrVIII	349574	352453	+	2880	334	324	446	432	332	287	595	464	397	405	448	646
YHR121W	chrVIII	352756	353319	+	564	653	754	765	776	646	610	954	730	946	804	858	1116
YHR122W	chrVIII	353625	354320	+	696	529	588	411	364	815	774	531	420	704	706	438	627
YHR123W	chrVIII;chrVIII	354815;354956	354864;356081	+;+	1176	524	567	319	364	568	474	487	361	862	753	341	501
YHR124W	chrVIII	356561	358444	+	1884	296	297	122	103	244	202	165	104	186	193	140	181
tF(GAA)H2	chrVIII;chrVIII	358478;358533	358513;358569	-;-	73	0	0	0	0	0	0	0	0	1	0	0	0
YHR125W	chrVIII	358858	359163	+	306	1	2	0	0	0	2	0	0	2	2	0	0
YHR126C	chrVIII	359702	360181	-	480	3	13	8	14	6	3	14	10	4	7	6	14
YHR127W	chrVIII	360913	361644	+	732	914	1019	946	958	621	549	1219	994	827	819	1088	1284
YHR128W	chrVIII	362115	362765	+	651	1293	1411	1208	1256	1173	1051	1714	1321	2160	2024	1329	1845
YHR129C	chrVIII	362999	364153	-	1155	426	454	487	485	350	349	666	511	365	421	568	742
YHR130C	chrVIII	364965	365300	-	336	11	13	8	4	18	10	5	6	12	11	6	12
YHR131C	chrVIII	365340	367892	-	2553	1157	1182	655	682	824	754	909	785	982	760	722	996
YHR131W-A	chrVIII	367747	367992	+	246	59	53	13	17	36	37	17	12	25	46	11	11
YHR132C	chrVIII	368502	369794	-	1293	2188	2466	2357	2235	2351	2072	2859	2311	2738	2399	2567	3316
YHR132W-A	chrVIII	370054	370449	+	396	688	712	403	405	583	554	515	368	636	622	415	598
YHR133C	chrVIII	370722	371597	-	876	1140	1200	1054	1102	1196	1121	1570	1268	1479	1397	1115	1613
YHR134W	chrVIII	371749	372558	+	810	477	495	328	314	391	363	400	319	387	354	399	528
YHR135C	chrVIII	372694	374310	-	1617	3035	3266	2613	2609	2495	2209	3666	3011	2925	2541	3209	4322
YHR136C	chrVIII	374654	375100	-	447	121	137	23	22	104	59	37	12	43	40	27	25
YHR137W	chrVIII	375709	377250	+	1542	2190	2151	2504	2547	1683	1543	3527	2678	1100	1126	2891	3889
YHR137C-A	chrVIII	375738	376388	-	651	0	0	0	0	0	0	0	0	0	0	0	0
YHR138C	chrVIII	377355	377699	-	345	1236	1248	1279	1249	964	862	1398	1149	1249	1071	1350	1764
YHR139C	chrVIII	378219	379199	-	981	223	259	56	62	88	81	75	69	88	67	65	82
YHR139C-A	chrVIII	380108	380419	-	312	27	22	11	5	10	17	19	8	10	11	12	18
YHR140W	chrVIII	380572	381291	+	720	117	134	47	49	51	70	67	58	54	45	47	84
snR32	chrVIII	381540	381727	+	188	52	67	82	63	43	263	43	48	42	36	59	38
YHR141C	chrVIII;chrVIII	381990;382748	382306;382751	-;-	321	4354	4823	3778	3685	5024	4617	3240	2977	10274	7499	2844	3341
YHR142W	chrVIII	383538	384488	+	951	1514	1634	1165	1190	1377	1361	1669	1321	1428	1304	1358	1892
YHR143W	chrVIII	385510	386487	+	978	2252	2318	2543	2422	3345	3440	3902	2947	4877	3984	2924	4323
YHR143W-A	chrVIII	387233	387445	+	213	730	804	1274	1228	1166	952	1930	1557	1253	1167	1656	2145
YHR144C	chrVIII	387788	388726	-	939	259	265	199	224	284	244	302	234	256	252	260	322
tP(UGG)H	chrVIII;chrVIII	388893;388960	388928;388995	-;-	72	2	3	0	0	2	3	0	0	0	1	0	0
YHR145C	chrVIII	388981	389337	-	357	2	1	0	0	2	0	0	0	1	2	0	1
YHR146W	chrVIII	390300	391697	+	1398	3200	3751	7034	6977	2699	2428	6314	5977	3297	2877	6244	7684
YHR147C	chrVIII	392639	393283	-	645	323	356	819	787	405	419	1143	898	681	612	932	1282
YHR148W	chrVIII	393534	394085	+	552	400	474	885	789	702	608	1245	950	998	952	1055	1320
YHR149C	chrVIII	394455	396659	-	2205	2387	2379	1034	972	1491	1098	1358	1095	1771	1524	1077	1506
YHR150W	chrVIII	397251	398990	+	1740	480	573	413	370	508	412	545	444	415	420	412	556
YHR151C	chrVIII	399268	400848	-	1581	312	338	390	375	364	309	610	462	405	399	532	643
YHR152W	chrVIII	401434	401955	+	522	753	838	975	1002	1111	1276	1295	1016	1962	1640	1154	1432
YHR153C	chrVIII	402086	402682	-	597	113	88	80	79	51	54	102	74	68	47	82	114
YHR154W	chrVIII	402966	406178	+	3213	2309	2618	1500	1510	1233	885	1800	1547	1544	1532	1511	1988
YHR155W	chrVIII	407103	410789	+	3687	784	794	456	433	525	451	703	528	682	640	504	681
snR71	chrVIII	411228	411317	+	90	20	8	29	21	17	6	24	19	12	18	20	37
YHR156C	chrVIII	411384	412406	-	1023	198	264	422	398	233	156	544	461	247	223	476	659
YHR157W	chrVIII	412907	413455	+	549	40	40	24	28	45	34	31	27	33	33	25	31
YHR158C	chrVIII	413685	417179	-	3495	1581	1702	1316	1295	1038	933	1791	1407	1708	1422	1487	1965
YHR159W	chrVIII	417549	419063	+	1515	443	450	628	630	268	275	956	735	334	324	789	1040
YHR160C	chrVIII	419221	420072	-	852	167	150	110	99	85	90	133	113	85	75	94	157
YHR161C	chrVIII	420373	422286	-	1914	2010	2244	1449	1364	1782	1552	1934	1634	1616	1392	1871	2459
YHR162W	chrVIII	423072	423461	+	390	5133	5666	3792	3810	7380	7063	5951	4479	7615	6192	4678	6733
YHR163W	chrVIII	423724	424473	+	750	2607	2936	2972	2897	3146	2841	3719	3115	3953	3250	3227	4141
